ReferenceGenome,SRA_Data
GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed_genomic.gbff.gz,SRR9006161
GCF_000723785.2_AP1_genomic.gbff.gz,SRR9006162
GCF_000724485.1_ASM72448v1_genomic.gbff.gz,SRR9006167
GCF_000724505.1_ASM72450v1_genomic.gbff.gz,SRR9006168
GCF_000724525.1_ASM72452v1_genomic.gbff.gz,SRR9006165
GCF_000724585.1_ASM72458v1_genomic.gbff.gz,SRR9006143
GCF_000724605.1_ASM72460v1_genomic.gbff.gz,SRR9006164
GCF_000724625.1_ASM72462v1_genomic.gbff.gz,SRR9006142
GCF_000724665.2_ASM72466v3_genomic.gbff.gz,SRR9006146
GCF_000724775.3_ASM72477v3_genomic.gbff.gz,SRR9006145
GCF_000724795.2_ASM72479v2_genomic.gbff.gz,SRR9006053
GCF_000724805.2_ASM72480v2_genomic.gbff.gz,SRR9006052
GCF_000724815.2_ASM72481v2_genomic.gbff.gz,SRR9006051
GCF_000725265.1_ASM72526v1_genomic.gbff.gz,SRR9006086
GCF_000725285.1_ASM72528v1_genomic.gbff.gz,SRR9006087
GCF_000725305.1_ASM72530v1_genomic.gbff.gz,SRR9006088
GCF_000725325.1_ASM72532v1_genomic.gbff.gz,SRR9006230
GCF_000725345.1_ASM72534v1_genomic.gbff.gz,SRR9006080
GCF_000725365.1_ASM72536v1_genomic.gbff.gz,SRR9006077
GCF_000725385.1_ASM72538v1_genomic.gbff.gz,SRR9006190
GCF_000725405.1_ASM72540v1_genomic.gbff.gz,SRR9006091
GCF_000730165.1_ASM73016v2_genomic.gbff.gz,SRR9006082
GCF_000730205.1_ASM73020v1_genomic.gbff.gz,SRR9006233
GCF_000730215.1_ASM73021v2_genomic.gbff.gz,SRR9006068
GCF_000730245.1_ASM73024v1_genomic.gbff.gz,SRR9006090
GCF_000730255.1_ASM73025v1_genomic.gbff.gz,SRR9006234
GCF_000730345.1_ASM73034v1_genomic.gbff.gz,SRR9006235
GCF_000730365.1_ASM73036v1_genomic.gbff.gz,SRR9006231
GCF_000730385.1_ASM73038v1_genomic.gbff.gz,SRR9006081
GCF_000730405.1_ASM73040v1_genomic.gbff.gz,SRR9006078
GCF_000730425.1_ASM73042v1_genomic.gbff.gz,SRR9006076
GCF_000730445.1_ASM73044v1_genomic.gbff.gz,SRR9006147
GCF_000731295.1_RG1141_Ch_pA_pB_genomic.gbff.gz,SRR9006176
GCF_000731315.1_RG540_Ch_pA_genomic.gbff.gz,SRR9006178
GCF_000732045.2_ASM73204v2_genomic.gbff.gz,SRR9006138
GCF_000732355.1_ASM73235v1_genomic.gbff.gz,SRR9006137
GCF_000732425.1_ASM73242v1_genomic.gbff.gz,SRR9006140
GCF_000732905.1_ASM73290v1_genomic.gbff.gz,SRR9006139
GCF_000732925.1_ASM73292v1_genomic.gbff.gz,SRR2051158
GCF_000732945.1_ASM73294v1_genomic.gbff.gz,SRR2051115
GCF_000732965.1_ASM73296v1_genomic.gbff.gz,SRR2915359
GCF_000733255.1_ASM73325v1_genomic.gbff.gz,SRR9006141
GCF_000733715.2_ASM73371v2_genomic.gbff.gz,SRR9006144
GCF_000733995.1_ASM73399v1_genomic.gbff.gz,SRR9006166
GCF_000734015.1_ASM73401v1_genomic.gbff.gz,SRR9006057
GCF_000734055.1_ASM73405v1_genomic.gbff.gz,SRR9006050
GCF_000734895.2_ASM73489v2_genomic.gbff.gz,SRR9006049
GCF_000734975.2_ASM73497v2_genomic.gbff.gz,SRR9006048
GCF_000735125.2_ASM73512v2_genomic.gbff.gz,SRR9006047
GCF_000736415.1_ASM73641v1_genomic.gbff.gz,SRR9006054
GCF_000737085.1_ASM73708v1_genomic.gbff.gz,SRR9006066
GCF_000737305.2_ASM73730v2_genomic.gbff.gz,SRR9006063
GCF_000737325.1_ASM73732v2_genomic.gbff.gz,SRR9006105
GCF_000737405.1_ASM73740v1_genomic.gbff.gz,SRR9006056
GCF_000737515.1_ASM73751v1_genomic.gbff.gz,SRR9006102
GCF_000737535.1_ASM73753v1_genomic.gbff.gz,SRR9006062
GCF_000737555.1_ASM73755v1_genomic.gbff.gz,SRR9006065
GCF_000737575.1_ASM73757v1_genomic.gbff.gz,SRR5829786
GCF_000737595.1_ASM73759v1_genomic.gbff.gz,SRR5829768
GCF_000737615.1_ASM73761v1_genomic.gbff.gz,SRR5829788
GCF_000737865.1_ASM73786v1_genomic.gbff.gz,SRR5829870
GCF_000737885.1_ASM73788v1_genomic.gbff.gz,SRR5829752
GCF_000738045.1_ASM73804v1_genomic.gbff.gz,SRR5829799
GCF_000738065.1_ASM73806v1_genomic.gbff.gz,SRR9006199
GCF_000738435.1_ASM73843v1_genomic.gbff.gz,SRR5829769
GCF_000738445.1_ASM73844v1_genomic.gbff.gz,SRR5829840
GCF_000738475.1_ASM73847v1_genomic.gbff.gz,SRR2671210
GCF_000739085.1_ASM73908v1_genomic.gbff.gz,SRR3644931
GCF_000739105.1_ASM73910v1_genomic.gbff.gz,SRR8797498
GCF_000739375.1_ASM73937v1_genomic.gbff.gz,SRR8645346
GCF_000739395.1_ASM73939v1_genomic.gbff.gz,SRR8645347
GCF_000739435.1_ASM73943v1_genomic.gbff.gz,SRR5055281
GCF_000739455.1_ASM73945v1_genomic.gbff.gz,SRR8264777
GCF_000739475.1_ASM73947v1_genomic.gbff.gz,SRR5055233
GCF_000739495.1_ASM73949v1_genomic.gbff.gz,SRR8264780
GCF_000740135.1_ASM74013v1_genomic.gbff.gz,SRR9006125
GCF_000740155.1_ASM74015v1_genomic.gbff.gz,SRR8924821
GCF_000740175.1_ASM74017v1_genomic.gbff.gz,SRR8797094
GCF_000740195.1_ASM74019v1_genomic.gbff.gz,SRR8797097
GCF_000740215.1_ASM74021v1_genomic.gbff.gz,SRR5055251
GCF_000740235.1_ASM74023v1_genomic.gbff.gz,SRR8264778
GCF_000740255.1_ASM74025v1_genomic.gbff.gz,SRR975409
GCF_000740275.1_ASM74027v1_genomic.gbff.gz,SRR7655955
GCF_000740295.1_ASM74029v1_genomic.gbff.gz,SRR8797092
GCF_000740315.1_ASM74031v1_genomic.gbff.gz,SRR8797096
GCF_000740335.1_ASM74033v1_genomic.gbff.gz,SRR8792696
GCF_000740355.1_ASM74035v1_genomic.gbff.gz,SRR8858676
GCF_000740375.1_ASM74037v1_genomic.gbff.gz,SRR9691870
GCF_000740415.1_ASM74041v1_genomic.gbff.gz,SRR1258440
GCF_000740435.1_ASM74043v1_genomic.gbff.gz,SRR1258443
GCF_000740455.1_ASM74045v1_genomic.gbff.gz,SRR4243003
GCF_000740965.1_ASM74096v1_genomic.gbff.gz,SRR1258442
GCF_000740985.1_ASM74098v1_genomic.gbff.gz,SRR1258439
GCF_000741005.1_ASM74100v1_genomic.gbff.gz,SRR4123219
GCF_000742655.1_ASM74265v1_genomic.gbff.gz,SRR4121208
GCF_000742715.1_ASM74271v1_genomic.gbff.gz,SRR4121267
GCF_000742735.1_ASM74273v1_genomic.gbff.gz,SRR4123060
GCF_000742755.1_ASM74275v1_genomic.gbff.gz,SRR4122800
GCF_000742795.1_ASM74279v1_genomic.gbff.gz,SRR4121407
GCF_000742815.1_ASM74281v1_genomic.gbff.gz,SRR4243004
GCF_000742835.1_ASM74283v1_genomic.gbff.gz,SRR4121328
GCF_000742855.1_ASM74285v1_genomic.gbff.gz,SRR4242800
GCF_000742895.1_ASM74289v1_genomic.gbff.gz,SRR4242799
GCF_000742955.1_ASM74295v1_genomic.gbff.gz,SRR4121060
GCF_000742975.1_ASM74297v1_genomic.gbff.gz,SRR4242798
GCF_000743015.1_ASM74301v1_genomic.gbff.gz,SRR8668707
GCF_000743035.1_ASM74303v1_genomic.gbff.gz,SRR1993228
GCF_000743055.1_ASM74305v1_genomic.gbff.gz,SRR3215108
GCF_000743255.1_ASM74325v1_genomic.gbff.gz,SRR3214576
GCF_000743945.1_ASM74394v1_genomic.gbff.gz,SRR3216133
GCF_000743955.1_ASM74395v1_genomic.gbff.gz,SRR3216366
GCF_000743995.1_ASM74399v1_genomic.gbff.gz,SRR6014503
GCF_000746025.2_ASM74602v2_genomic.gbff.gz,SRR7896248
GCF_000746505.1_ASM74650v1_genomic.gbff.gz,SRR7896258
GCF_000746525.1_ASM74652v1_genomic.gbff.gz,SRR7896255
GCF_000746585.1_ASM74658v2_genomic.gbff.gz,SRR7896252
GCF_000746605.1_ASM74660v1_genomic.gbff.gz,SRR7896257
GCF_000746625.1_ASM74662v1_genomic.gbff.gz,SRR7896259
GCF_000746645.1_ASM74664v1_genomic.gbff.gz,SRR7896254
GCF_000746665.1_ASM74666v1_genomic.gbff.gz,SRR7896256
GCF_000747295.1_ASM74729v1_genomic.gbff.gz,SRR7896251
GCF_000747315.1_ASM74731v1_genomic.gbff.gz,SRR7896250
GCF_000747335.1_ASM74733v1_genomic.gbff.gz,SRR7796611
GCF_000747345.1_ASM74734v1_genomic.gbff.gz,SRR7796591
GCF_000747375.1_ASM74737v1_genomic.gbff.gz,SRR7796596
GCF_000747525.1_ASM74752v1_genomic.gbff.gz,SRR7796597
GCF_000747545.1_ASM74754v1_genomic.gbff.gz,SRR7796610
GCF_000747565.1_ASM74756v1_genomic.gbff.gz,SRR7796599
GCF_000747585.1_ASM74758v1_genomic.gbff.gz,SRR7796607
GCF_000748245.2_ASM74824v2_genomic.gbff.gz,SRR1975104
GCF_000748565.2_ASM74856v2_genomic.gbff.gz,SRR1999661
GCF_000750195.1_ASM75019v1_genomic.gbff.gz,SRR3215123
GCF_000750215.1_ASM75021v1_genomic.gbff.gz,SRR3215209
GCF_000750225.1_ASM75022v1_genomic.gbff.gz,SRR3658691
GCF_000750255.1_ASM75025v1_genomic.gbff.gz,SRR3215024
GCF_000750275.1_ASM75027v1_genomic.gbff.gz,SRR1993467
GCF_000750295.1_ASM75029v1_genomic.gbff.gz,SRR1993272
GCF_000750315.1_ASM75031v1_genomic.gbff.gz,SRR3215107
GCF_000750335.1_ASM75033v1_genomic.gbff.gz,SRR3215124
GCF_000750375.1_ASM75037v1_genomic.gbff.gz,SRR3215211
GCF_000750395.2_ASM75039v2_genomic.gbff.gz,SRR3658686
GCF_000750415.2_ASM75041v2_genomic.gbff.gz,SRR23365837
GCF_000750435.1_ASM75043v1_genomic.gbff.gz,SRR24364113
GCF_000750455.1_ASM75045v1_genomic.gbff.gz,SRR23754109
GCF_000750475.1_ASM75047v1_genomic.gbff.gz,SRR24151357
GCF_000750495.1_ASM75049v1_genomic.gbff.gz,SRR22018139
GCF_000750515.1_ASM75051v1_genomic.gbff.gz,SRR7983754
GCF_000750535.1_ASM75053v1_genomic.gbff.gz,SRR7983756
GCF_000750555.1_ASM75055v1_genomic.gbff.gz,SRR9643623
GCF_000751035.1_PM221_genomic.gbff.gz,SRR7796595
GCF_000754265.1_ASM75426v1_genomic.gbff.gz,SRR9015667
GCF_000754275.1_ASM75427v1_genomic.gbff.gz,SRR3214489
GCF_000754305.1_ASM75430v1_genomic.gbff.gz,SRR9055384
GCF_000754345.1_ASM75434v1_genomic.gbff.gz,SRR9077589
GCF_000754365.1_ASM75436v1_genomic.gbff.gz,DRR102617
GCF_000754375.1_ASM75437v1_genomic.gbff.gz,DRR102940
GCF_000754405.1_ASM75440v1_genomic.gbff.gz,DRR103025
GCF_000755085.1_ASM75508v1_genomic.gbff.gz,DRR103139
GCF_000755105.1_ASM75510v1_genomic.gbff.gz,DRR103250
GCF_000755145.1_ASM75514v1_genomic.gbff.gz,SRR11816569
GCF_000755185.1_ASM75518v1_genomic.gbff.gz,SRR5366832
GCF_000755585.2_ASM75558v2_genomic.gbff.gz,SRR7907891
GCF_000755705.1_ASM75570v1_genomic.gbff.gz,SRR7907764
GCF_000755725.1_ASM75572v1_genomic.gbff.gz,SRR7907839
GCF_000755765.1_ASM75576v1_genomic.gbff.gz,SRR8100708
GCF_000755785.1_ASM75578v1_genomic.gbff.gz,SRR8749746
GCF_000755805.1_ASM75580v1_genomic.gbff.gz,SRR12123476
GCF_000755825.1_ASM75582v1_genomic.gbff.gz,SRR12123463
GCF_000755845.1_ASM75584v1_genomic.gbff.gz,SRR12123462
GCF_000755865.1_ASM75586v1_genomic.gbff.gz,SRR9097967
GCF_000755885.1_ASM75588v1_genomic.gbff.gz,SRR9097969
GCF_000755905.1_ASM75590v1_genomic.gbff.gz,SRR8894904
GCF_000755925.1_ASM75592v1_genomic.gbff.gz,SRR12123466
GCF_000755945.1_ASM75594v1_genomic.gbff.gz,SRR12123467
GCF_000755965.1_ASM75596v1_genomic.gbff.gz,SRR8894901
GCF_000755985.1_ASM75598v1_genomic.gbff.gz,SRR8894406
GCF_000756005.1_ASM75600v1_genomic.gbff.gz,SRR8894403
GCF_000756025.1_ASM75602v2_genomic.gbff.gz,SRR9010623
GCF_000756045.1_ASM75604v1_genomic.gbff.gz,SRR2032025
GCF_000756065.1_ASM75606v1_genomic.gbff.gz,SRR1973918
GCF_000756085.1_ASM75608v1_genomic.gbff.gz,SRR1973999
GCF_000756125.1_ASM75612v1_genomic.gbff.gz,SRR5366084
GCF_000756145.1_ASM75614v1_genomic.gbff.gz,SRR5054237
GCF_000756165.1_ASM75616v1_genomic.gbff.gz,SRR7907778
GCF_000756185.1_ASM75618v1_genomic.gbff.gz,SRR9050615
GCF_000756205.1_ASM75620v1_genomic.gbff.gz,SRR5384655
GCF_000756415.2_ASM75641v3_genomic.gbff.gz,SRR958039
GCF_000756435.2_ASM75643v3_genomic.gbff.gz,SRR8951653
GCF_000756465.1_ASM75646v1_genomic.gbff.gz,SRR1973811
GCF_000756485.1_ASM75648v1_genomic.gbff.gz,SRR1997827
GCF_000756505.1_ASM75650v1_genomic.gbff.gz,SRR5342991
GCF_000756525.1_ASM75652v1_genomic.gbff.gz,SRR1576212
GCF_000756545.1_ASM75654v1_genomic.gbff.gz,SRR10199511
GCF_000756615.1_ASM75661v1_genomic.gbff.gz,SRR9694130
GCF_000757015.2_ASM75701v2_genomic.gbff.gz,SRR8927018
GCF_000757035.2_ASM75703v2_genomic.gbff.gz,SRR9092994
GCF_000757785.1_ASM75778v1_genomic.gbff.gz,SRR12123464
GCF_000757795.1_ASM75779v1_genomic.gbff.gz,SRR10117790
GCF_000757825.1_ASM75782v1_genomic.gbff.gz,SRR10252845
GCF_000757845.1_ASM75784v1_genomic.gbff.gz,SRR10252183
GCF_000757865.1_ASM75786v1_genomic.gbff.gz,SRR10119255
GCF_000758305.1_ASM75830v1_genomic.gbff.gz,SRR10253128
GCF_000758325.1_ASM75832v1_genomic.gbff.gz,SRR10119414
GCF_000758345.1_ASM75834v1_genomic.gbff.gz,SRR8549113
GCF_000758365.1_ASM75836v1_genomic.gbff.gz,SRR9067274
GCF_000758525.1_ASM75852v1_genomic.gbff.gz,SRR9067223
GCF_000758545.1_ASM75854v1_genomic.gbff.gz,SRR9067266
GCF_000758565.1_ASM75856v1_genomic.gbff.gz,SRR9067261
GCF_000758585.1_ASM75858v1_genomic.gbff.gz,SRR9067263
GCF_000758605.1_ASM75860v1_genomic.gbff.gz,SRR10253248
GCF_000758625.1_ASM75862v1_genomic.gbff.gz,SRR10254759
GCF_000758645.1_ASM75864v1_genomic.gbff.gz,SRR5053587
GCF_000758665.1_ASM75866v1_genomic.gbff.gz,SRR8496450
GCF_000758685.1_ASM75868v1_genomic.gbff.gz,SRR1849380
GCF_000758705.1_ASM75870v1_genomic.gbff.gz,SRR4293092
GCF_000758725.1_ASM75872v1_genomic.gbff.gz,SRR4293097
GCF_000759375.2_ASM75937v2_genomic.gbff.gz,SRR8100801
GCF_000759475.1_ASM75947v1_genomic.gbff.gz,SRR9141411
GCF_000759485.1_ASM75948v1_genomic.gbff.gz,SRR9141593
GCF_000759515.1_ASM75951v1_genomic.gbff.gz,SRR9150090
GCF_000759535.1_ASM75953v1_genomic.gbff.gz,SRR1576106
GCF_000759555.1_ASM75955v1_genomic.gbff.gz,SRR1576194
GCF_000759575.2_ASM75957v2_genomic.gbff.gz,SRR10064715
GCF_000760905.2_ASM76090v2_genomic.gbff.gz,SRR10064717
GCF_000761115.1_ASM76111v1_genomic.gbff.gz,SRR10064719
GCF_000761135.1_ASM76113v1_genomic.gbff.gz,SRR10064721
GCF_000761155.1_ASM76115v1_genomic.gbff.gz,SRR10064732
GCF_000761175.1_ASM76117v1_genomic.gbff.gz,SRR10064724
GCF_000761195.1_ASM76119v1_genomic.gbff.gz,SRR10064741
GCF_000761215.1_ASM76121v1_genomic.gbff.gz,SRR10064711
GCF_000762285.1_ASM76228v1_genomic.gbff.gz,SRR10064728
GCF_000763245.3_ASM76324v3_genomic.gbff.gz,SRR10064713
GCF_000763325.2_ASM76332v2_genomic.gbff.gz,SRR10064733
GCF_000763475.1_ASM76347v1_genomic.gbff.gz,SRR1973723
GCF_000763495.1_ASM76349v1_genomic.gbff.gz,SRR8496452
GCF_000763515.1_ASM76351v1_genomic.gbff.gz,SRR17247930
GCF_000763535.1_ASM76353v2_genomic.gbff.gz,SRR5366083
GCF_000763575.1_ASM76357v1_genomic.gbff.gz,SRR5343234
GCF_000764045.2_ASM76404v2_genomic.gbff.gz,SRR5343229
GCF_000764535.1_ASM76453v1_genomic.gbff.gz,SRR5342994
GCF_000764555.1_ASM76455v1_genomic.gbff.gz,SRR5343011
GCF_000764575.1_ASM76457v1_genomic.gbff.gz,SRR9157803
GCF_000764595.1_ASM76459v1_genomic.gbff.gz,SRR1956851
GCF_000764615.1_ASM76461v1_genomic.gbff.gz,SRR2032014
GCF_000764955.1_ASM76495v1_genomic.gbff.gz,SRR17247933
GCF_000765375.1_ASM76537v1_genomic.gbff.gz,SRR17247936
GCF_000765395.1_ASM76539v1_genomic.gbff.gz,SRR5581946
GCF_000765415.1_ASM76541v1_genomic.gbff.gz,SRR5581920
GCF_000766665.1_ASM76666v1_genomic.gbff.gz,SRR5581948
GCF_000766885.2_ASM76688v2_genomic.gbff.gz,SRR9038698
GCF_000767055.1_ASM76705v1_genomic.gbff.gz,SRR7100210
GCF_000767075.1_ASM76707v1_genomic.gbff.gz,SRR2054186
GCF_000767095.1_ASM76709v1_genomic.gbff.gz,SRR8480431
GCF_000767275.3_ASM76727v4_genomic.gbff.gz,SRR17247935
GCF_000767405.1_ASM76740v1_genomic.gbff.gz,SRR5581928
GCF_000767415.1_ASM76741v1_genomic.gbff.gz,SRR5583005
GCF_000767445.1_ASM76744v1_genomic.gbff.gz,SRR6767083
GCF_000767465.1_ASM76746v1_genomic.gbff.gz,SRR6767441
GCF_000767505.1_ASM76750v1_genomic.gbff.gz,SRR5042762
GCF_000767605.1_ASM76760v1_genomic.gbff.gz,SRR6767047
GCF_000767615.3_ASM76761v3_genomic.gbff.gz,SRR2724080
GCF_000767645.1_ASM76764v1_genomic.gbff.gz,SRR5076826
GCF_000767665.1_ASM76766v1_genomic.gbff.gz,SRR10253744
GCF_000767685.1_ASM76768v1_genomic.gbff.gz,SRR8549118
GCF_000767705.1_ASM76770v1_genomic.gbff.gz,SRR9302385
GCF_000767725.1_ASM76772v1_genomic.gbff.gz,SRR9160375
GCF_000767745.1_ASM76774v1_genomic.gbff.gz,SRR9641575
GCF_000769405.2_CC275e2020_genomic.gbff.gz,SRR9641577
GCF_000769535.1_ASM76953v1_genomic.gbff.gz,SRR9641599
GCF_000769555.1_ASM76955v1_genomic.gbff.gz,SRR9141479
GCF_000769575.1_ASM76957v1_genomic.gbff.gz,SRR9641605
GCF_000769635.1_ASM76963v1_genomic.gbff.gz,SRR9641606
GCF_000770115.1_ASM77011v2_genomic.gbff.gz,SRR9641573
GCF_000770155.1_ASM77015v1_genomic.gbff.gz,SRR9641571
GCF_000770195.1_ASM77019v1_genomic.gbff.gz,SRR9641503
GCF_000770355.2_ASM77035v2_genomic.gbff.gz,SRR9641499
GCF_000770395.1_ASM77039v1_genomic.gbff.gz,SRR9641507
GCF_000770455.1_ASM77045v1_genomic.gbff.gz,SRR9160467
GCF_000770495.1_ASM77049v1_genomic.gbff.gz,SRR9160488
GCF_000770515.1_ASM77051v1_genomic.gbff.gz,SRR9641505
GCF_000770535.1_ASM77053v1_genomic.gbff.gz,SRR8496451
GCF_000770565.1_ASM77056v1_genomic.gbff.gz,SRR9305630
GCF_000772025.1_ASM77202v1_genomic.gbff.gz,SRR10019343
GCF_000772045.1_ASM77204v1_genomic.gbff.gz,SRR9307307
GCF_000772065.1_ASM77206v1_genomic.gbff.gz,SRR9307306
GCF_000772085.1_ASM77208v1_genomic.gbff.gz,SRR9701317
GCF_000772105.1_ASM77210v1_genomic.gbff.gz,SRR9701319
GCF_000772125.1_ASM77212v1_genomic.gbff.gz,SRR9701323
GCF_000772145.1_ASM77214v1_genomic.gbff.gz,SRR1206147
GCF_000772165.1_ASM77216v1_genomic.gbff.gz,SRR975391
GCF_000772185.1_ASM77218v1_genomic.gbff.gz,SRR9611265
GCF_000772205.1_ASM77220v1_genomic.gbff.gz,SRR6113907
GCF_000772225.1_ASM77222v1_genomic.gbff.gz,SRR5498116
GCF_000772245.1_ASM77224v1_genomic.gbff.gz,SRR7474025
GCF_000772485.1_ASM77248v1_genomic.gbff.gz,SRR4243009
GCF_000772715.2_ASM77271v2_genomic.gbff.gz,SRR6377032
GCF_000772775.3_ASM77277v3_genomic.gbff.gz,SRR8875071
GCF_000774075.2_ASM77407v2_genomic.gbff.gz,SRR3932930
GCF_000775355.2_ASM77535v2_genomic.gbff.gz,SRR3664748
GCF_000775375.1_ASM77537v1_genomic.gbff.gz,SRR9117101
GCF_000775395.1_ASM77539v1_genomic.gbff.gz,SRR9162942
GCF_000775955.1_ASM77595v1_genomic.gbff.gz,SRR9162947
GCF_000775975.1_ASM77597v1_genomic.gbff.gz,SRR9162946
GCF_000775995.1_ASM77599v1_genomic.gbff.gz,SRR9162998
GCF_000782835.1_ASM78283v1_genomic.gbff.gz,SRR9162951
GCF_000782855.1_ASM78285v1_genomic.gbff.gz,SRR9665440
GCF_000783435.2_ASM78343v2_genomic.gbff.gz,SRR9163000
GCF_000783575.2_ASM78357v2_genomic.gbff.gz,SRR9162954
GCF_000783595.2_ASM78359v2_genomic.gbff.gz,SRR5581918
GCF_000783675.2_ASM78367v2_genomic.gbff.gz,SRR10258082
GCF_000783735.2_ASM78373v2_genomic.gbff.gz,SRR10258081
GCF_000783755.2_ASM78375v2_genomic.gbff.gz,SRR10258076
GCF_000783775.2_ASM78377v2_genomic.gbff.gz,SRR10258078
GCF_000783815.2_ASM78381v2_genomic.gbff.gz,SRR10258077
GCF_000783875.2_ASM78387v2_genomic.gbff.gz,SRR10258079
GCF_000783915.2_ASM78391v2_genomic.gbff.gz,SRR24083096
GCF_000783935.2_ASM78393v2_genomic.gbff.gz,SRR9110534
GCF_000783955.2_ASM78395v2_genomic.gbff.gz,SRR9117111
GCF_000783995.2_ASM78399v2_genomic.gbff.gz,SRR1576191
GCF_000784015.2_ASM78401v2_genomic.gbff.gz,SRR1576202
GCF_000784865.1_ASM78486v1_genomic.gbff.gz,SRR1774077
GCF_000784875.1_ASM78487v3_genomic.gbff.gz,SRR1973681
GCF_000784905.1_ASM78490v1_genomic.gbff.gz,SRR1973693
GCF_000784925.1_ASM78492v1_genomic.gbff.gz,SRR1970372
GCF_000784945.1_ASM78494v1_genomic.gbff.gz,SRR1974010
GCF_000784965.1_ASM78496v1_genomic.gbff.gz,SRR1974005
GCF_000784985.1_ASM78498v1_genomic.gbff.gz,SRR2002718
GCF_000785005.1_ASM78500v1_genomic.gbff.gz,SRR2421550
GCF_000785105.2_ASM78510v2_genomic.gbff.gz,SRR4293095
GCF_000785495.1_ASM78549v1_genomic.gbff.gz,SRR4293093
GCF_000785515.1_ASM78551v1_genomic.gbff.gz,SRR5366081
GCF_000785535.1_ASM78553v1_genomic.gbff.gz,SRR5366833
GCF_000785555.1_ASM78555v1_genomic.gbff.gz,SRR5366782
GCF_000785705.2_ASM78570v2_genomic.gbff.gz,SRR5581982
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.gbff.gz,SRR8767398
GCF_000786505.1_MT49-02_genomic.gbff.gz,SRR5581924
GCF_000786695.1_ASM78669v1_genomic.gbff.gz,SRR5343002
GCF_000786735.1_ASM78673v1_genomic.gbff.gz,SRR5343010
GCF_000787195.2_ASM78719v2_genomic.gbff.gz,SRR10309747
GCF_000788395.1_ASM78839v1_genomic.gbff.gz,SRR9650572
GCF_000788715.2_ASM78871v2_genomic.gbff.gz,SRR8435199
GCF_000789275.1_ASM78927v1_genomic.gbff.gz,SRR9737259
GCF_000789295.1_ASM78929v1_genomic.gbff.gz,SRR9822008
GCF_000789315.1_ASM78931v1_genomic.gbff.gz,SRR12817904
GCF_000789335.1_ASM78933v1_genomic.gbff.gz,SRR5812401
GCF_000789355.1_ASM78935v1_genomic.gbff.gz,SRR5812363
GCF_000789375.1_ASM78937v1_genomic.gbff.gz,SRR5812367
GCF_000789395.1_ASM78939v1_genomic.gbff.gz,SRR5812398
GCF_000794125.2_ASM79412v2_genomic.gbff.gz,SRR5812380
GCF_000798935.2_ASM79893v2_genomic.gbff.gz,SRR5812407
GCF_000800215.1_ASM80021v1_genomic.gbff.gz,SRR7962492
GCF_000800235.1_ASM80023v1_genomic.gbff.gz,SRR9680641
GCF_000800255.1_ASM80025v1_genomic.gbff.gz,SRR9943105
GCF_000800275.1_ASM80027v1_genomic.gbff.gz,SRR9681681
GCF_000800295.1_ASM80029v1_genomic.gbff.gz,SRR9694420
GCF_000800315.1_ASM80031v1_genomic.gbff.gz,SRR9696885
GCF_000800335.1_ASM80033v1_genomic.gbff.gz,SRR9886205
GCF_000800355.1_ASM80035v1_genomic.gbff.gz,SRR9639642
GCF_000800395.1_ASM80039v1_genomic.gbff.gz,SRR8278850
GCF_000800415.1_ASM80041v1_genomic.gbff.gz,SRR2039653
GCF_000800435.1_ASM80043v1_genomic.gbff.gz,DRR031163
GCF_000800455.1_ASM80045v1_genomic.gbff.gz,SRR9994500
GCF_000800475.2_ASM80047v2_genomic.gbff.gz,SRR7817080
GCF_000800725.1_ASM80072v2_genomic.gbff.gz,SRR10013878
GCF_000800765.1_ASM80076v1_genomic.gbff.gz,SRR10013882
GCF_000800785.1_ASM80078v1_genomic.gbff.gz,SRR10013877
GCF_000800825.1_ASM80082v1_genomic.gbff.gz,SRR10013876
GCF_000800845.1_ASM80084v2_genomic.gbff.gz,SRR10013875
GCF_000801145.1_ASM80114v1_genomic.gbff.gz,SRR10013874
GCF_000801165.1_ASM80116v1_genomic.gbff.gz,SRR10013872
GCF_000801185.2_ASM80118v2_genomic.gbff.gz,SRR10013873
GCF_000801205.1_ASM80120v1_genomic.gbff.gz,SRR10013871
GCF_000801275.2_ASM80127v1_genomic.gbff.gz,SRR10013870
GCF_000801295.1_ASM80129v1_genomic.gbff.gz,SRR10013887
GCF_000801315.1_ASM80131v1_genomic.gbff.gz,SRR10013886
GCF_000801755.2_ASM80175v2_genomic.gbff.gz,SRR10013885
GCF_000802245.2_ASM80224v2_genomic.gbff.gz,SRR10013884
GCF_000803625.1_ASM80362v1_genomic.gbff.gz,SRR10013891
GCF_000803645.1_ASM80364v1_genomic.gbff.gz,SRR10013883
GCF_000803665.1_ASM80366v1_genomic.gbff.gz,SRR10013889
GCF_000803705.1_ASM80370v1_genomic.gbff.gz,SRR10013890
GCF_000807175.1_ASM80717v1_genomic.gbff.gz,SRR10013888
GCF_000807225.1_ASM80722v1_genomic.gbff.gz,SRR10013881
GCF_000807255.1_ASM80725v1_genomic.gbff.gz,SRR10013880
GCF_000807275.1_ASM80727v1_genomic.gbff.gz,SRR10013879
GCF_000807295.1_ASM80729v1_genomic.gbff.gz,SRR10013892
GCF_000807315.1_ASM80731v1_genomic.gbff.gz,SRR10076548
